Age,Gender,Location,Income,Debt,Owns Property,Profession,Demographics,Platform,Total Time Spent,Number of Sessions,Video Category,Video Length,Time Spent On Video,Number of Videos Watched,Scroll Rate,Frequency,ProductivityLoss,Satisfaction,Watch Reason,DeviceType,OS,Watch Time,Self Control,Addiction Level,CurrentActivity,ConnectionType
54,Female,Japan,95969,True,True,Engineer,Urban,TikTok,204,13,Pranks,18,11,40,21,Night,8,2,Boredom,Smartphone,Android,9:00 PM,10,0,At work,Wi-Fi
54,Male,India,35038,False,False,Students,Rural,TikTok,265,11,Pranks,1,23,43,95,Morning,8,2,Procrastination,Smartphone,Windows,8:00 AM,10,0,At school,Mobile Data
27,Female,India,72327,True,True,Waiting staff,Rural,YouTube,290,17,Pranks,26,3,46,63,Morning,8,2,Boredom,Smartphone,Android,8:00 AM,10,0,At school,Mobile Data
27,Male,India,97064,True,False,Teacher,Rural,Facebook,96,17,Entertainment,29,3,24,6,Evening,6,4,Boredom,Smartphone,Windows,2:00 PM,8,2,At work,Wi-Fi
36,Male,India,41281,False,True,Cashier,Rural,TikTok,158,2,Entertainment,29,18,10,14,Afternoon,8,2,Boredom,Computer,Android,5:00 PM,10,0,At work,Mobile Data
34,Male,United States,74189,True,False,Labor/Worker,Urban,YouTube,258,13,Gaming,19,25,47,33,Afternoon,8,2,Entertainment,Smartphone,iOS,5:00 PM,10,0,At home,Wi-Fi
38,Other,United States,68511,True,True,Students,Rural,Instagram,292,14,Trends,12,11,39,71,Night,9,1,Boredom,Tablet,MacOS,9:00 PM,10,0,At school,Mobile Data
31,Male,Japan,28605,False,False,Labor/Worker,Rural,TikTok,207,11,Vlogs,8,20,39,24,Morning,6,4,Entertainment,Smartphone,MacOS,8:00 AM,8,2,At work,Wi-Fi
26,Male,Japan,21381,False,True,Waiting staff,Rural,TikTok,53,10,Vlogs,6,26,10,73,Morning,6,4,Boredom,Smartphone,iOS,8:00 AM,8,2,At home,Mobile Data
63,Female,Japan,86634,True,False,driver,Rural,Facebook,37,3,Vlogs,12,29,36,75,Afternoon,3,7,Procrastination,Computer,Android,5:00 PM,5,5,At work,Mobile Data
18,Female,Pakistan,39810,False,True,Waiting staff,Urban,TikTok,26,17,Gaming,7,22,25,87,Evening,8,2,Boredom,Smartphone,Android,2:00 PM,10,0,At home,Mobile Data
62,Female,Barzil,44322,False,False,Teacher,Urban,TikTok,136,15,Vlogs,18,18,10,51,Morning,8,2,Entertainment,Smartphone,Android,8:00 AM,10,0,Commuting,Mobile Data
30,Other,India,61869,True,True,Labor/Worker,Urban,Instagram,177,9,Gaming,22,25,19,2,Evening,6,4,Boredom,Smartphone,Android,2:00 PM,8,2,At school,Mobile Data
21,Female,Pakistan,52955,True,True,Students,Rural,YouTube,253,10,Comedy,14,15,46,15,Night,8,2,Habit,Tablet,iOS,9:00 PM,10,0,At home,Wi-Fi
18,Male,United States,81388,True,True,Students,Rural,YouTube,85,8,Entertainment,8,7,45,35,Evening,3,7,Procrastination,Computer,Android,2:00 PM,5,5,At home,Wi-Fi
57,Female,United States,30207,False,True,Waiting staff,Rural,Facebook,240,13,Vlogs,24,10,15,36,Evening,8,2,Boredom,Smartphone,Android,2:00 PM,10,0,At home,Mobile Data
49,Male,Vietnam,87628,True,False,Engineer,Rural,Instagram,213,18,Life Hacks,20,21,16,92,Night,8,2,Entertainment,Tablet,Android,9:00 PM,10,0,At school,Mobile Data
51,Male,Germany,48220,False,True,Teacher,Rural,YouTube,257,5,Jokes/Memes,22,23,2,39,Afternoon,9,1,Procrastination,Tablet,Android,5:00 PM,10,0,At school,Mobile Data
45,Male,Mexico,94085,True,False,Waiting staff,Urban,Instagram,223,6,Life Hacks,14,20,29,4,Night,6,4,Habit,Smartphone,MacOS,9:00 PM,8,2,Commuting,Mobile Data
48,Male,India,42031,False,True,Teacher,Urban,YouTube,224,17,Jokes/Memes,5,29,4,64,Night,3,7,Habit,Computer,iOS,9:00 PM,5,5,At home,Mobile Data
25,Male,Indonesia,90721,True,False,Cashier,Rural,Instagram,167,11,Pranks,9,10,29,74,Afternoon,8,2,Boredom,Computer,Android,5:00 PM,10,0,At home,Mobile Data
56,Male,Philippines,91312,True,True,Students,Rural,Facebook,78,16,ASMR,8,13,31,6,Afternoon,8,2,Habit,Smartphone,Windows,5:00 PM,10,0,At home,Mobile Data
43,Male,United States,79766,True,False,Labor/Worker,Rural,TikTok,94,9,Jokes/Memes,2,15,17,57,Night,3,7,Boredom,Smartphone,Android,9:00 PM,5,5,Commuting,Mobile Data
51,Female,Vietnam,32449,False,True,Artist,Rural,Facebook,276,2,Trends,28,23,10,30,Morning,3,7,Entertainment,Smartphone,iOS,8:00 AM,5,5,Commuting,Mobile Data
20,Female,India,76699,True,False,Students,Urban,YouTube,78,5,ASMR,16,18,27,99,Night,6,4,Boredom,Smartphone,Android,9:00 PM,8,2,At home,Mobile Data
29,Other,Germany,66092,True,True,Students,Rural,Facebook,108,1,Vlogs,13,23,41,74,Evening,3,7,Habit,Smartphone,iOS,2:00 PM,5,5,At home,Mobile Data
18,Female,Pakistan,83671,True,False,Students,Rural,TikTok,225,4,Vlogs,7,4,15,96,Afternoon,6,4,Habit,Computer,MacOS,5:00 PM,8,2,At home,Mobile Data
61,Other,India,30350,False,True,Students,Rural,Facebook,170,4,Jokes/Memes,16,20,44,67,Afternoon,8,2,Entertainment,Smartphone,Android,5:00 PM,10,0,At school,Mobile Data
22,Male,Mexico,88487,True,False,Labor/Worker,Urban,YouTube,103,3,Life Hacks,7,17,31,90,Evening,8,2,Entertainment,Smartphone,MacOS,2:00 PM,10,0,At work,Mobile Data
47,Male,India,37622,False,True,Students,Urban,YouTube,183,9,Jokes/Memes,27,28,21,15,Night,9,1,Habit,Tablet,Android,9:00 PM,10,0,At school,Wi-Fi
47,Male,Barzil,90263,True,False,Labor/Worker,Rural,Facebook,174,12,Gaming,14,3,41,17,Night,3,7,Procrastination,Smartphone,Android,9:00 PM,5,5,At work,Mobile Data
34,Male,Japan,73117,True,True,Waiting staff,Rural,TikTok,124,10,Jokes/Memes,14,21,46,91,Night,8,2,Entertainment,Tablet,Android,9:00 PM,10,0,At work,Wi-Fi
64,Other,Japan,78394,True,False,Students,Rural,Facebook,229,2,Pranks,12,21,45,18,Evening,8,2,Entertainment,Smartphone,iOS,2:00 PM,10,0,At school,Mobile Data
40,Female,Mexico,43782,False,True,Artist,Rural,TikTok,40,11,Jokes/Memes,1,2,26,19,Afternoon,6,4,Habit,Smartphone,Android,5:00 PM,8,2,At work,Mobile Data
32,Female,Germany,48454,False,True,Cashier,Rural,Instagram,20,10,Gaming,1,4,38,76,Afternoon,3,7,Entertainment,Smartphone,MacOS,5:00 PM,5,5,At school,Mobile Data
54,Male,Vietnam,87904,True,True,Labor/Worker,Rural,TikTok,139,6,Pranks,12,1,36,88,Night,8,2,Habit,Smartphone,MacOS,9:00 PM,10,0,At home,Wi-Fi
38,Male,Pakistan,35592,False,True,Labor/Worker,Urban,Instagram,114,18,Life Hacks,20,15,17,69,Morning,6,4,Habit,Smartphone,Android,8:00 AM,8,2,At school,Mobile Data
31,Male,Japan,42173,False,False,Students,Urban,Facebook,36,2,Jokes/Memes,21,25,3,24,Evening,6,4,Habit,Smartphone,iOS,2:00 PM,8,2,At work,Wi-Fi
19,Male,India,53204,True,True,driver,Rural,TikTok,236,2,Pranks,15,1,14,91,Evening,8,2,Entertainment,Tablet,Android,2:00 PM,10,0,At home,Wi-Fi
28,Female,Indonesia,55596,True,False,Labor/Worker,Urban,Instagram,11,10,Gaming,4,6,49,48,Evening,8,2,Entertainment,Tablet,iOS,2:00 PM,10,0,At work,Wi-Fi
56,Other,United States,54324,True,True,Students,Rural,Instagram,110,16,Trends,7,7,13,30,Night,6,4,Boredom,Smartphone,Android,9:00 PM,8,2,At school,Wi-Fi
55,Male,United States,81202,True,False,Waiting staff,Rural,Instagram,30,12,Vlogs,16,19,41,15,Afternoon,8,2,Entertainment,Smartphone,iOS,5:00 PM,10,0,At home,Wi-Fi
51,Male,United States,50750,True,True,Manager,Urban,YouTube,67,1,Life Hacks,3,12,27,47,Evening,3,7,Boredom,Smartphone,Windows,2:00 PM,5,5,At work,Mobile Data
55,Male,Vietnam,96112,True,False,Students,Rural,Facebook,189,8,Jokes/Memes,7,1,1,44,Night,6,4,Entertainment,Smartphone,iOS,9:00 PM,8,2,At home,Mobile Data
51,Male,India,36566,False,True,Waiting staff,Urban,Instagram,29,16,Pranks,29,7,17,98,Morning,6,4,Habit,Smartphone,iOS,8:00 AM,8,2,At school,Wi-Fi
35,Male,India,27190,False,False,Students,Urban,TikTok,264,18,Jokes/Memes,24,19,48,27,Evening,3,7,Habit,Smartphone,Android,2:00 PM,5,5,At work,Mobile Data
47,Male,Mexico,58333,True,True,Labor/Worker,Urban,Instagram,47,13,Jokes/Memes,22,13,34,84,Night,3,7,Entertainment,Smartphone,Android,9:00 PM,5,5,Commuting,Mobile Data
32,Female,United States,21589,False,False,Labor/Worker,Rural,YouTube,157,15,Comedy,6,26,14,64,Evening,6,4,Entertainment,Smartphone,Android,2:00 PM,8,2,At school,Wi-Fi
44,Female,India,45235,False,True,Students,Rural,Facebook,34,12,Life Hacks,16,12,17,41,Afternoon,6,4,Boredom,Smartphone,iOS,5:00 PM,8,2,At home,Mobile Data
51,Other,Pakistan,20159,False,False,Students,Urban,YouTube,130,8,Jokes/Memes,24,12,3,96,Night,8,2,Boredom,Smartphone,Windows,9:00 PM,10,0,At home,Mobile Data
55,Female,Barzil,32145,False,True,Waiting staff,Rural,YouTube,35,10,Gaming,8,22,34,68,Night,8,2,Habit,Smartphone,iOS,9:00 PM,10,0,At work,Mobile Data
50,Male,Barzil,51921,True,False,Students,Rural,YouTube,178,14,ASMR,23,13,40,5,Morning,6,4,Procrastination,Smartphone,Android,8:00 AM,8,2,At home,Mobile Data
41,Male,India,36237,False,True,driver,Rural,TikTok,234,5,Life Hacks,22,28,25,53,Evening,6,4,Boredom,Smartphone,Android,2:00 PM,8,2,At home,Mobile Data
32,Male,Vietnam,28244,False,False,Manager,Rural,Facebook,10,18,Jokes/Memes,6,14,2,8,Afternoon,8,2,Habit,Tablet,MacOS,5:00 PM,10,0,At work,Mobile Data
47,Male,Japan,34743,False,True,Students,Urban,Facebook,270,19,Life Hacks,10,22,34,22,Evening,8,2,Boredom,Smartphone,Android,2:00 PM,10,0,At work,Wi-Fi
59,Female,India,66101,True,True,Waiting staff,Rural,TikTok,22,15,Entertainment,16,12,26,7,Night,3,7,Entertainment,Smartphone,MacOS,9:00 PM,5,5,At home,Mobile Data
34,Female,United States,76378,True,True,Labor/Worker,Urban,Facebook,57,6,Entertainment,11,20,31,22,Morning,8,2,Entertainment,Smartphone,Windows,8:00 AM,10,0,Commuting,Mobile Data
22,Female,Philippines,91126,True,True,Students,Rural,YouTube,103,11,Life Hacks,13,12,9,46,Evening,6,4,Habit,Smartphone,Windows,2:00 PM,8,2,At home,Mobile Data
46,Male,United States,76071,True,False,Students,Rural,Facebook,270,11,ASMR,29,27,30,30,Evening,3,7,Boredom,Smartphone,iOS,2:00 PM,5,5,At home,Mobile Data
21,Female,Mexico,91121,True,True,Engineer,Rural,TikTok,287,18,Jokes/Memes,6,6,20,16,Afternoon,8,2,Entertainment,Tablet,Android,5:00 PM,10,0,Commuting,Mobile Data
27,Other,Mexico,94763,True,False,Labor/Worker,Rural,YouTube,214,18,Pranks,24,27,21,79,Evening,3,7,Procrastination,Computer,Android,2:00 PM,5,5,At home,Mobile Data
34,Male,Barzil,32237,False,True,Artist,Rural,TikTok,194,10,Life Hacks,1,10,29,5,Evening,3,7,Procrastination,Computer,iOS,2:00 PM,5,5,At work,Mobile Data
27,Male,Barzil,35649,False,False,Labor/Worker,Urban,Instagram,184,2,Gaming,21,20,25,67,Evening,3,7,Boredom,Smartphone,iOS,2:00 PM,5,5,At school,Mobile Data
34,Male,Vietnam,57713,True,True,Manager,Rural,YouTube,78,9,Pranks,19,29,38,23,Evening,3,7,Entertainment,Tablet,iOS,2:00 PM,5,5,At work,Mobile Data
37,Male,Germany,93463,True,False,Waiting staff,Rural,YouTube,113,14,Pranks,12,24,44,61,Evening,6,4,Boredom,Smartphone,Android,2:00 PM,8,2,At work,Mobile Data
41,Male,Indonesia,65409,True,True,Labor/Worker,Rural,Facebook,255,19,Gaming,24,9,25,74,Night,8,2,Entertainment,Smartphone,Android,9:00 PM,10,0,At school,Wi-Fi
22,Other,Indonesia,68766,True,False,driver,Rural,YouTube,170,10,Gaming,27,2,9,5,Evening,3,7,Boredom,Computer,Android,2:00 PM,5,5,At work,Wi-Fi
51,Female,Germany,66154,True,True,Waiting staff,Urban,TikTok,209,4,Jokes/Memes,6,7,39,23,Evening,8,2,Habit,Smartphone,Android,2:00 PM,10,0,At home,Mobile Data
23,Female,Japan,27016,False,False,Labor/Worker,Rural,Facebook,225,6,Jokes/Memes,18,9,44,79,Evening,6,4,Habit,Smartphone,iOS,2:00 PM,8,2,At work,Mobile Data
19,Male,Indonesia,99563,True,True,Artist,Urban,Instagram,221,14,Vlogs,13,25,26,82,Night,8,2,Boredom,Smartphone,Windows,9:00 PM,10,0,At school,Mobile Data
30,Male,Vietnam,68688,True,False,Labor/Worker,Urban,TikTok,25,4,Jokes/Memes,7,12,37,25,Afternoon,6,4,Entertainment,Smartphone,Android,5:00 PM,8,2,At school,Mobile Data
60,Female,Philippines,74238,True,True,Labor/Worker,Urban,Instagram,214,15,Life Hacks,23,5,16,8,Morning,3,7,Habit,Smartphone,Windows,8:00 AM,5,5,At home,Mobile Data
60,Male,Philippines,78608,True,False,Waiting staff,Rural,Instagram,48,16,Jokes/Memes,13,1,37,95,Night,3,7,Procrastination,Smartphone,iOS,9:00 PM,5,5,At home,Mobile Data
28,Female,India,51897,True,True,driver,Rural,Instagram,98,7,Trends,21,22,12,21,Afternoon,3,7,Boredom,Tablet,Android,5:00 PM,5,5,Commuting,Wi-Fi
64,Female,India,70961,True,False,Teacher,Rural,YouTube,265,17,Jokes/Memes,8,15,24,2,Afternoon,3,7,Boredom,Smartphone,Android,5:00 PM,5,5,Commuting,Mobile Data
40,Male,Philippines,88703,True,True,Labor/Worker,Rural,TikTok,263,19,Gaming,21,8,26,22,Night,3,7,Entertainment,Smartphone,Android,9:00 PM,5,5,At work,Mobile Data
33,Female,United States,64757,True,True,Waiting staff,Urban,TikTok,225,19,Gaming,17,1,20,72,Afternoon,3,7,Habit,Tablet,Android,5:00 PM,5,5,At school,Mobile Data
48,Other,United States,46917,False,True,Students,Urban,YouTube,181,17,Comedy,9,18,9,87,Evening,6,4,Habit,Smartphone,Android,2:00 PM,8,2,At school,Mobile Data
28,Male,Germany,42736,False,True,Students,Rural,Facebook,146,6,Vlogs,20,13,23,96,Night,3,7,Boredom,Smartphone,Android,9:00 PM,5,5,Commuting,Mobile Data
33,Other,India,47990,False,False,Waiting staff,Urban,Instagram,187,11,ASMR,13,29,39,72,Evening,3,7,Habit,Tablet,Android,2:00 PM,5,5,At home,Mobile Data
25,Other,India,82551,True,True,Engineer,Urban,TikTok,86,16,Pranks,2,1,29,68,Evening,3,7,Boredom,Smartphone,iOS,2:00 PM,5,5,At school,Mobile Data
21,Male,Barzil,78161,True,False,Labor/Worker,Rural,YouTube,197,8,Pranks,4,5,31,64,Night,8,2,Boredom,Smartphone,Android,9:00 PM,10,0,At school,Mobile Data
57,Other,Mexico,99623,True,True,Labor/Worker,Urban,Instagram,24,11,Vlogs,29,18,19,94,Afternoon,9,1,Habit,Smartphone,MacOS,5:00 PM,10,0,At school,Mobile Data
21,Female,Vietnam,42440,False,False,Waiting staff,Rural,Facebook,223,7,Jokes/Memes,25,16,20,19,Afternoon,8,2,Procrastination,Smartphone,Android,5:00 PM,10,0,At home,Mobile Data
42,Female,Philippines,55205,True,True,Students,Urban,Facebook,217,19,Vlogs,2,26,23,87,Night,6,4,Habit,Smartphone,Android,9:00 PM,8,2,Commuting,Mobile Data
20,Female,Indonesia,75103,True,False,Students,Rural,Instagram,178,10,Entertainment,4,10,43,82,Night,3,7,Habit,Smartphone,MacOS,9:00 PM,5,5,At school,Mobile Data
49,Male,Germany,90812,True,True,driver,Rural,Facebook,289,9,Jokes/Memes,18,4,27,53,Evening,8,2,Boredom,Tablet,Android,2:00 PM,10,0,At school,Wi-Fi
20,Other,United States,61627,True,False,Labor/Worker,Rural,TikTok,155,4,Trends,5,1,30,93,Evening,6,4,Entertainment,Tablet,Android,2:00 PM,8,2,Commuting,Wi-Fi
44,Male,Philippines,39008,False,True,Engineer,Rural,TikTok,272,15,Entertainment,19,23,21,87,Night,3,7,Habit,Smartphone,Android,9:00 PM,5,5,At home,Mobile Data
46,Female,India,91274,True,False,Waiting staff,Rural,TikTok,13,13,Gaming,10,8,44,97,Morning,3,7,Boredom,Tablet,Android,8:00 AM,5,5,At home,Mobile Data
49,Other,Mexico,52402,True,True,Students,Rural,Facebook,99,2,Jokes/Memes,18,5,35,52,Evening,3,7,Habit,Computer,iOS,2:00 PM,5,5,At work,Mobile Data
36,Other,India,73384,True,False,Students,Rural,TikTok,69,2,Life Hacks,25,2,49,47,Night,3,7,Habit,Tablet,Android,9:00 PM,5,5,At school,Mobile Data
38,Male,Indonesia,25793,False,True,Teacher,Rural,YouTube,25,16,Pranks,21,24,7,82,Evening,8,2,Habit,Tablet,iOS,2:00 PM,10,0,At home,Mobile Data
22,Male,India,25571,False,False,Manager,Urban,TikTok,236,9,Jokes/Memes,10,17,22,54,Evening,3,7,Boredom,Tablet,iOS,2:00 PM,5,5,Commuting,Wi-Fi
35,Female,Barzil,36209,False,True,Students,Rural,TikTok,38,13,Jokes/Memes,5,7,10,44,Morning,3,7,Entertainment,Smartphone,Windows,8:00 AM,5,5,At home,Mobile Data
45,Male,Philippines,63148,True,False,Waiting staff,Rural,Facebook,160,3,Trends,17,17,23,97,Afternoon,8,2,Entertainment,Tablet,Windows,5:00 PM,10,0,At school,Mobile Data
59,Male,Barzil,22224,False,True,Students,Rural,TikTok,254,9,Life Hacks,22,28,15,7,Evening,3,7,Habit,Tablet,Windows,2:00 PM,5,5,At home,Mobile Data
39,Male,Vietnam,68695,True,True,Engineer,Urban,Instagram,279,13,Pranks,13,6,30,92,Night,3,7,Habit,Tablet,Android,9:00 PM,5,5,At school,Wi-Fi
38,Male,Japan,52441,True,True,Students,Rural,YouTube,88,2,Jokes/Memes,23,29,34,1,Evening,8,2,Entertainment,Smartphone,MacOS,2:00 PM,10,0,At work,Wi-Fi
23,Female,United States,59129,True,True,Waiting staff,Rural,Facebook,298,8,Entertainment,17,22,13,63,Evening,8,2,Entertainment,Smartphone,Android,2:00 PM,10,0,At home,Mobile Data
18,Other,Mexico,82368,True,False,Waiting staff,Urban,YouTube,162,9,Jokes/Memes,9,15,4,98,Morning,8,2,Entertainment,Smartphone,Android,8:00 AM,10,0,At school,Wi-Fi
22,Female,Pakistan,64760,True,True,Artist,Rural,Instagram,286,16,Trends,24,5,18,39,Night,3,7,Entertainment,Computer,Android,9:00 PM,5,5,At school,Mobile Data
58,Other,Pakistan,43478,False,False,Labor/Worker,Urban,Facebook,288,2,Pranks,12,15,23,19,Evening,3,7,Habit,Computer,MacOS,2:00 PM,5,5,At work,Mobile Data
29,Other,Mexico,91854,True,True,Waiting staff,Urban,Facebook,66,6,Gaming,14,18,33,31,Afternoon,8,2,Procrastination,Tablet,iOS,5:00 PM,10,0,Commuting,Mobile Data
43,Male,India,32180,False,False,Labor/Worker,Rural,TikTok,195,8,Gaming,14,18,34,77,Morning,8,2,Boredom,Tablet,Android,8:00 AM,10,0,At home,Mobile Data
63,Male,Vietnam,35372,False,True,Students,Rural,YouTube,102,5,Life Hacks,8,25,34,24,Afternoon,8,2,Habit,Smartphone,iOS,5:00 PM,10,0,At work,Mobile Data
51,Male,United States,49796,False,False,Labor/Worker,Rural,Instagram,285,9,Gaming,23,21,36,69,Afternoon,3,7,Habit,Smartphone,iOS,5:00 PM,5,5,At school,Mobile Data
31,Male,India,78272,True,True,Students,Urban,Instagram,167,1,Entertainment,5,21,35,87,Night,3,7,Habit,Smartphone,Windows,9:00 PM,5,5,At school,Mobile Data
43,Female,India,74040,True,False,Students,Rural,Facebook,284,9,Trends,19,23,17,83,Morning,3,7,Boredom,Smartphone,Android,8:00 AM,5,5,At home,Mobile Data
62,Other,United States,95357,True,True,Labor/Worker,Rural,TikTok,190,10,Jokes/Memes,28,6,28,65,Night,8,2,Procrastination,Smartphone,Android,9:00 PM,10,0,At home,Mobile Data
44,Male,Mexico,91368,True,False,Students,Rural,Facebook,86,4,Vlogs,14,2,14,33,Morning,8,2,Entertainment,Smartphone,Android,8:00 AM,10,0,At school,Wi-Fi
26,Male,India,98356,True,True,driver,Rural,Facebook,160,3,Gaming,9,27,34,59,Evening,3,7,Procrastination,Tablet,iOS,2:00 PM,5,5,At school,Mobile Data
43,Other,Pakistan,36211,False,False,Students,Rural,Facebook,247,10,Vlogs,7,17,48,33,Evening,8,2,Habit,Smartphone,Windows,2:00 PM,10,0,At home,Wi-Fi
64,Male,India,25842,False,True,Manager,Urban,Facebook,298,15,Life Hacks,27,21,11,32,Morning,3,7,Habit,Smartphone,MacOS,8:00 AM,5,5,At home,Mobile Data
39,Male,Germany,83115,True,False,Engineer,Rural,Instagram,240,11,Vlogs,26,4,13,59,Night,3,7,Procrastination,Tablet,Android,9:00 PM,5,5,At school,Mobile Data
64,Male,Japan,86852,True,True,Labor/Worker,Rural,Instagram,27,14,Gaming,26,12,33,92,Night,6,4,Entertainment,Smartphone,MacOS,9:00 PM,8,2,At school,Mobile Data
47,Female,Pakistan,65968,True,False,Students,Urban,Facebook,82,6,Entertainment,8,19,2,41,Afternoon,8,2,Entertainment,Smartphone,iOS,5:00 PM,10,0,At school,Mobile Data
60,Male,United States,37508,False,True,Students,Rural,Facebook,198,12,Vlogs,14,2,34,12,Evening,8,2,Procrastination,Computer,iOS,2:00 PM,10,0,At school,Mobile Data
34,Other,Barzil,42005,False,True,Students,Rural,TikTok,26,13,Vlogs,22,26,29,73,Evening,3,7,Entertainment,Smartphone,iOS,2:00 PM,5,5,At home,Wi-Fi
43,Other,Germany,74575,True,True,Students,Rural,Facebook,28,17,Trends,28,2,37,11,Night,3,7,Boredom,Tablet,Android,9:00 PM,5,5,At school,Wi-Fi
53,Other,Germany,38971,False,True,Waiting staff,Rural,Instagram,228,16,Entertainment,14,14,4,97,Evening,6,4,Entertainment,Computer,Android,2:00 PM,8,2,At work,Mobile Data
18,Female,India,45599,False,False,Waiting staff,Rural,YouTube,129,3,Trends,11,15,12,19,Night,6,4,Procrastination,Tablet,Android,9:00 PM,8,2,At home,Wi-Fi
25,Female,Japan,86914,True,True,Waiting staff,Rural,Instagram,110,2,ASMR,14,20,26,54,Night,8,2,Habit,Computer,Android,9:00 PM,10,0,At home,Mobile Data
52,Male,Philippines,87055,True,False,Teacher,Rural,TikTok,43,11,Vlogs,21,2,28,57,Night,3,7,Entertainment,Smartphone,iOS,9:00 PM,5,5,At home,Mobile Data
32,Female,Japan,25355,False,True,Artist,Rural,Instagram,93,9,Vlogs,8,4,3,42,Evening,3,7,Entertainment,Smartphone,Android,2:00 PM,5,5,At home,Mobile Data
64,Female,United States,74120,True,False,Students,Rural,YouTube,205,3,Jokes/Memes,3,19,20,98,Afternoon,9,1,Habit,Tablet,MacOS,5:00 PM,10,0,At home,Wi-Fi
39,Female,United States,94619,True,True,Manager,Rural,Facebook,211,18,Vlogs,28,9,10,71,Afternoon,6,4,Habit,Tablet,Android,5:00 PM,8,2,At school,Wi-Fi
31,Male,Indonesia,58342,True,False,Waiting staff,Rural,YouTube,20,15,Gaming,29,7,18,31,Evening,6,4,Entertainment,Computer,Android,2:00 PM,8,2,At home,Wi-Fi
43,Female,Pakistan,98860,True,True,Waiting staff,Rural,Facebook,227,14,Pranks,29,13,27,52,Night,8,2,Habit,Tablet,iOS,9:00 PM,10,0,At home,Mobile Data
45,Male,Pakistan,22257,False,False,Waiting staff,Urban,Facebook,262,2,ASMR,23,27,31,2,Afternoon,8,2,Boredom,Tablet,MacOS,5:00 PM,10,0,At school,Mobile Data
40,Male,Pakistan,47364,False,True,Waiting staff,Urban,Instagram,231,17,ASMR,18,12,27,83,Evening,3,7,Habit,Smartphone,iOS,2:00 PM,5,5,At home,Wi-Fi
31,Male,Indonesia,44972,False,False,Labor/Worker,Rural,Instagram,89,8,Jokes/Memes,3,3,42,38,Afternoon,9,1,Boredom,Smartphone,Android,5:00 PM,10,0,At home,Wi-Fi
41,Male,Vietnam,46654,False,True,Waiting staff,Rural,Instagram,16,10,Jokes/Memes,13,13,1,32,Morning,8,2,Boredom,Smartphone,Android,8:00 AM,10,0,At home,Wi-Fi
19,Other,India,49320,False,False,Waiting staff,Rural,TikTok,281,18,Life Hacks,12,15,6,10,Night,3,7,Entertainment,Smartphone,iOS,9:00 PM,5,5,At work,Wi-Fi
62,Male,Japan,40808,False,True,Engineer,Urban,Instagram,236,19,Pranks,15,14,11,8,Evening,9,1,Procrastination,Smartphone,Windows,2:00 PM,10,0,Commuting,Mobile Data
43,Male,India,72389,True,False,Engineer,Urban,TikTok,25,8,Trends,18,24,34,90,Afternoon,8,2,Entertainment,Smartphone,Android,5:00 PM,10,0,At school,Mobile Data
31,Female,United States,54773,True,True,Cashier,Urban,Instagram,21,8,Gaming,5,9,39,94,Night,8,2,Boredom,Computer,Android,9:00 PM,10,0,Commuting,Wi-Fi
24,Female,Japan,71168,True,False,Labor/Worker,Rural,Facebook,250,3,Trends,7,13,20,75,Evening,6,4,Procrastination,Smartphone,Windows,2:00 PM,8,2,At school,Wi-Fi
20,Other,United States,47747,False,True,Waiting staff,Rural,TikTok,30,3,Life Hacks,11,23,21,20,Afternoon,3,7,Procrastination,Smartphone,Android,5:00 PM,5,5,At school,Mobile Data
64,Female,Germany,96396,True,True,Waiting staff,Urban,YouTube,187,12,ASMR,26,22,21,20,Morning,8,2,Boredom,Smartphone,Android,8:00 AM,10,0,At work,Mobile Data
40,Other,India,77505,True,True,Teacher,Rural,TikTok,237,17,Jokes/Memes,27,4,18,9,Evening,6,4,Entertainment,Smartphone,Android,2:00 PM,8,2,At home,Mobile Data
63,Female,Barzil,38135,False,True,Labor/Worker,Urban,TikTok,282,4,Trends,11,21,21,72,Evening,3,7,Entertainment,Smartphone,Android,2:00 PM,5,5,At work,Mobile Data
60,Other,Indonesia,67377,True,False,Artist,Rural,YouTube,297,17,Comedy,27,8,19,15,Afternoon,6,4,Habit,Tablet,MacOS,5:00 PM,8,2,At work,Mobile Data
64,Female,Mexico,43554,False,True,Waiting staff,Rural,TikTok,143,14,Jokes/Memes,15,3,4,98,Afternoon,3,7,Boredom,Tablet,Android,5:00 PM,5,5,At home,Wi-Fi
62,Female,India,82491,True,False,Labor/Worker,Rural,Facebook,292,19,Pranks,10,2,13,88,Night,3,7,Habit,Smartphone,Android,9:00 PM,5,5,At home,Mobile Data
35,Female,United States,75621,True,True,Labor/Worker,Rural,Instagram,162,9,Life Hacks,15,19,18,97,Evening,8,2,Entertainment,Tablet,iOS,2:00 PM,10,0,At work,Mobile Data
55,Female,Pakistan,78283,True,False,Waiting staff,Rural,YouTube,75,12,Pranks,13,28,29,63,Evening,8,2,Boredom,Tablet,iOS,2:00 PM,10,0,At home,Mobile Data
52,Female,United States,36923,False,True,Cashier,Rural,Instagram,146,5,Pranks,14,23,25,91,Night,6,4,Boredom,Smartphone,MacOS,9:00 PM,8,2,At work,Mobile Data
32,Male,Philippines,67591,True,False,Waiting staff,Rural,Facebook,101,11,Life Hacks,17,8,13,21,Afternoon,6,4,Boredom,Computer,iOS,5:00 PM,8,2,At home,Mobile Data
